actual	greedy	beam_search	greedy_wer	greedy_cer	beam_search_wer	beam_search_cer
he commanded a brigade at the siege of corinth and a division at perryville	he comended a briegard ad the seage of crint and a division of peroville	he commanded a brigade at the siege of corinth and a division of privily	0.5	0.18666666666666668	0.14285714285714285	0.09333333333333334
the police came and shot her	the polers cem and sharte hie	the poles came and sharp	0.6666666666666666	0.35714285714285715	0.5	0.32142857142857145
vigilant was wireguided and optically tracked like its successor swingfire	vidgilent was were gided and opticouly tracct lik its suces or string fere	violent was were gilded and optical tract like its success or string fer	1.0	0.22972972972972974	0.9	0.24324324324324326
the fathers paid for the education denied their children in the south	ther finans pated for the e doppisioat deen dea ceetraof atenth sowh	the fins are for the decision the citron aint so	0.8333333333333334	0.5362318840579711	0.75	0.463768115942029
when asked to draw the creature he allegedly drew a creature resembling a pterosaur	when as to draw the creature he legedly dro a cratur resembling a tarisore	when as to draw the creature he lewdly drew a creature resembling a tresor	0.35714285714285715	0.18072289156626506	0.21428571428571427	0.14457831325301204
both of them attracted the attention of the ancient greeks	bolth of them atracted the atencion ofe the anchiont greckes	both of them attracted the attention of the ancient greeks	0.6	0.15517241379310345	0.0	0.0
it was decided that the federal awards would be adequate	the cos to sogedua thi ratte ton ala tord mey ar the qwueats	he was to see this rate one or the wits	1.3	0.7321428571428571	0.9	0.6785714285714286
he later studied at george washington university receiving his master's degree and doctorate	he lat hastait at juddge wrushintan university wres siving his mostass tgry and doktar	he laid his hat at judge washington university reserving his master and doctor	0.6923076923076923	0.34782608695652173	0.6153846153846154	0.30434782608695654
a significant amount of ordnance was arriving in an unstable and sometimes dangerous condition	a suigknifecant amount of oudinence was araiy in anastheaboe in sumntims theengenos coundiscion	a significant amount of ordnance was arrayed in a stable and sometimes the ingenious condition	0.6428571428571429	0.32978723404255317	0.35714285714285715	0.1595744680851064
ginn also was an early leader in environmental preservation issues in georgia	gen alsow was an arly leader in anviar mentale presurvaion ashws in gorgea	gen also was an early leader in entire mental preservation ashes in georgia	0.6666666666666666	0.22077922077922077	0.3333333333333333	0.1038961038961039
the corn spirit was believed to be present in the first corn cut	the conspury wosive to a pesent indeforst concart	the consul was to present interest concert	0.8461538461538461	0.375	0.6923076923076923	0.453125
this was the period of maturation of small seal script	this was the piriad of matoration ofve smale seile sript	this was the period of maturation of small seal script	0.6	0.16666666666666666	0.0	0.0
the soviets had taken inspiration from the design of british airliners on earlier occasions	the soveat had tacang insuracion from the desine of britissh elanars on ala ocaons	the soviet had taking inspiration from the design of british elaine's on all occasions	0.5714285714285714	0.27472527472527475	0.2857142857142857	0.14285714285714285
it named the business armored autogroup	peit named the bisnes amade l toke f	it named the business made lock	1.0	0.41025641025641024	0.3333333333333333	0.3333333333333333
the conviction was later overturned upon appeal and she returned to parliament	h confiction was leaer wlver trned apon a bal and shd retarned to parlament	conviction was later over turned upon a ball and she returned to parliament	0.9166666666666666	0.20512820512820512	0.4166666666666667	0.11538461538461539
they hunt for living prey in the upper levels	they hant for livon play in the aperlevins	they hunt for lion play in the orleans	0.5555555555555556	0.2222222222222222	0.4444444444444444	0.28888888888888886
the dish is prepared with pearl onions garlic thyme and other spices	that this is preped with pelet ornimans galik fame and other spaces	that this is prepared with learning like fame and other spices	0.6666666666666666	0.27941176470588236	0.5	0.27941176470588236
this naturally sets the low scale of the dark energy	this natrl ad neserts the noscaled articktok anch	this nature deserts the nose called attack inch	0.9	0.5	0.8	0.4807692307692308
gobryas' family was closely entwined with the family of darius the great	gobrass fumina was trs le and pined wit the faminof dedy as the grat	grass famine was tres lee and pined with the famine of day as the great	0.9166666666666666	0.3333333333333333	0.75	0.2916666666666667
the commodore barry bridge is an example of this type of cantilever bridge	decominer bary breche is an egsampl of disstipole cante leve a breach	examiner barry branch is an example of distil can leave a breach	0.7692307692307693	0.4189189189189189	0.6153846153846154	0.43243243243243246
there she worked on civil and criminal litigation and appeals	ther she weet on sivil and crimina litigaian and apils	there she wept on civil and criminal litigation and apis	0.6	0.19672131147540983	0.2	0.14754098360655737
the professional journal of the field artillery is published at fort sill	the propoition how genaple ofe the ful b and teiplepery is to flack bet and forr steelb	the proposition how all of the fuel and celery is to lack bet and forrester	1.1666666666666667	0.5753424657534246	0.9166666666666666	0.4657534246575342
this table lists the total number of awards won by the teams sporting discipline	disterbel listse soltotal nomber of owards one biy se tems sporting disiplin	steel lists so total number of wards on by items sporting discipline	0.8571428571428571	0.275	0.5	0.2125
the national park service operates free shuttle buses on the south rim	the nassthional pak s of thes uperates friellt shurcl bses ounder saasring	the national parks of this operates for she bears under strain	0.9166666666666666	0.45714285714285713	0.8333333333333334	0.4142857142857143
however the project was later delayed and pushed back until further notice	how ever the proudduct gouslets hae diled and posh beg and till frethar noters	however the product gust had died and she and i fret the notes	1.0	0.4594594594594595	0.8333333333333334	0.4189189189189189
along with small businesses and factories a waste water treatment plant was built	a lon with small besnesers and fatoryes a wast waghgh artretand poran was bild	along with small businesses and factories at what age are in print was bold	0.6923076923076923	0.2962962962962963	0.5384615384615384	0.2222222222222222
many of the churches throughout the archdiocese have primary schools as well	maney of the chursist throoud the ultudisa have primniy scols as wel	many of the chest to the ladies have primness as well	0.5833333333333334	0.2894736842105263	0.4166666666666667	0.3815789473684211
the original live concert was mixed by peter sinfield	the odregh an tha le of conseptd was mixet the bay petusslin fint	the dregs in the lee of onset was mixed the by peters in flint	1.2222222222222223	0.5660377358490566	1.1111111111111112	0.49056603773584906
he was born in membury devon to a prosperous farmer and his wife	he was born in membory deven to a prosperas farmar and his wie	he was born in memory even to a prosperous farmer and his wife	0.38461538461538464	0.09375	0.15384615384615385	0.0625
the earth supplied mankind with nourishment in the shape of wild herbs	the erth s soplie man cind with noarishment in the shap of wild harbs	the earth supplied mankind with nourishment in the shape of wild herbs	0.6666666666666666	0.14285714285714285	0.0	0.0
